,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,,
1126,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
2673,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
1252,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
3766,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
3913,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
3716,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
4759,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
3614,"frozenset({'global_nesting_depth_median', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
3665,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2396,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
112,"frozenset({'global_nesting_depth_max', 'trace_length_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
1997,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
